1.900000000000000000e+01,3.003000000000000114e+01
1.950000000000000000e+01,3.062070354545454620e+01
2.000000000000000000e+01,3.123395423621515476e+01
2.050000000000000000e+01,3.186953336497235156e+01
2.100000000000000000e+01,3.252722434587757050e+01
2.150000000000000000e+01,3.320681269396497726e+01
2.200000000000000000e+01,3.390808600477291179e+01
2.250000000000000000e+01,3.463083393416297895e+01
2.300000000000000000e+01,3.537484817833492912e+01
2.350000000000000000e+01,3.613992245403537851e+01
2.400000000000000000e+01,3.692585247895851097e+01
2.450000000000000000e+01,3.773243595233685710e+01
2.500000000000000000e+01,3.855947253572040267e+01
2.550000000000000000e+01,3.940676383394209381e+01
2.600000000000000000e+01,4.027411337626800503e+01
2.650000000000000000e+01,4.116132659773032998e+01
2.700000000000000000e+01,4.206821082064143980e+01
2.750000000000000000e+01,4.299457523628727529e+01
2.800000000000000000e+01,4.394023088679831801e+01
2.850000000000000000e+01,4.490499064719637801e+01
2.900000000000000000e+01,4.588866920761554269e+01
2.950000000000000000e+01,4.689108305569560997e+01
3.000000000000000000e+01,4.791205045914627192e+01
3.050000000000000000e+01,4.895139144848043600e+01
3.100000000000000000e+01,5.000892779991502834e+01
3.150000000000000000e+01,5.108448301843767325e+01
3.200000000000000000e+01,5.217788232103761459e+01
3.250000000000000000e+01,5.328895262009930178e+01
3.300000000000000000e+01,5.441752250695707005e+01
3.350000000000000000e+01,5.556342223560928062e+01
3.400000000000000000e+01,5.670255703992386742e+01
3.450000000000000000e+01,5.783064223663660641e+01
3.500000000000000000e+01,5.894778500694123125e+01
3.550000000000000000e+01,6.005409149237389954e+01
3.600000000000000000e+01,6.114966680489786910e+01
3.650000000000000000e+01,6.223461503689036078e+01
3.700000000000000000e+01,6.330903927103252471e+01
3.750000000000000000e+01,6.437304159010351157e+01
3.800000000000000000e+01,6.542672308667951597e+01
3.850000000000000000e+01,6.647018387273872975e+01
3.900000000000000000e+01,6.750352308917317146e+01
3.950000000000000000e+01,6.852683891520820225e+01
4.000000000000000000e+01,6.954022857773068722e+01
4.050000000000000000e+01,7.054378836052670465e+01
4.100000000000000000e+01,7.153761361342959901e+01
4.150000000000000000e+01,7.252179876137934400e+01
4.200000000000000000e+01,7.349643731339396879e+01
4.250000000000000000e+01,7.446162187145405653e+01
4.300000000000000000e+01,7.541744413930095448e+01
4.350000000000000000e+01,7.636399493114974746e+01
4.400000000000000000e+01,7.730136418031760570e+01
4.450000000000000000e+01,7.822964094776853017e+01
4.500000000000000000e+01,7.914891343057517759e+01
4.550000000000000000e+01,8.005926897029860356e+01
4.600000000000000000e+01,8.096079406128671963e+01
4.650000000000000000e+01,8.185357435889224575e+01
