1.900000000000000000e+01,3.000000000000000000e+01
1.950000000000000000e+01,3.059099454545454577e+01
2.000000000000000000e+01,3.120453341351515064e+01
2.050000000000000000e+01,3.184039792425253879e+01
2.100000000000000000e+01,3.249837151893274267e+01
2.150000000000000000e+01,3.317823973944151561e+01
2.200000000000000000e+01,3.387979020790832152e+01
2.250000000000000000e+01,3.460281260652796931e+01
2.300000000000000000e+01,3.534709865757798042e+01
2.350000000000000000e+01,3.611244210362977469e+01
2.400000000000000000e+01,3.689863868795183777e+01
2.450000000000000000e+01,3.770548613510294444e+01
2.500000000000000000e+01,3.853278413171365457e+01
2.550000000000000000e+01,3.938033430745421271e+01
2.600000000000000000e+01,4.024794021618705386e+01
2.650000000000000000e+01,4.113540731730216038e+01
2.700000000000000000e+01,4.204254295723341528e+01
2.750000000000000000e+01,4.296915635115431087e+01
2.800000000000000000e+01,4.391505856485114379e+01
2.850000000000000000e+01,4.488006249677208359e+01
2.900000000000000000e+01,4.586398286025035986e+01
2.950000000000000000e+01,4.686663616589986958e+01
3.000000000000000000e+01,4.788784070418154926e+01
3.050000000000000000e+01,4.892741652813886333e+01
3.100000000000000000e+01,4.998518543630076039e+01
3.150000000000000000e+01,5.106097095575046296e+01
3.200000000000000000e+01,5.215459832535847085e+01
3.250000000000000000e+01,5.326589447917825026e+01
3.300000000000000000e+01,5.439468803000294628e+01
3.350000000000000000e+01,5.554080925308161198e+01
3.400000000000000000e+01,5.668016340332671632e+01
3.450000000000000000e+01,5.780846581831444553e+01
3.500000000000000000e+01,5.892582369987679414e+01
3.550000000000000000e+01,6.003234320998798523e+01
3.600000000000000000e+01,6.112812948085110065e+01
3.650000000000000000e+01,6.221328662488684103e+01
3.700000000000000000e+01,6.328791774462543884e+01
3.750000000000000000e+01,6.435212494250257009e+01
3.800000000000000000e+01,6.540600933056029476e+01
3.850000000000000000e+01,6.644967104005385750e+01
3.900000000000000000e+01,6.748320923096532908e+01
3.950000000000000000e+01,6.850672210142496965e+01
4.000000000000000000e+01,6.952030689704115218e+01
4.050000000000000000e+01,7.052405992013984815e+01
4.100000000000000000e+01,7.151807653891448524e+01
4.150000000000000000e+01,7.250245119648701575e+01
4.200000000000000000e+01,7.347727741988109074e+01
4.250000000000000000e+01,7.444264782890823540e+01
4.300000000000000000e+01,7.539865414496782137e+01
4.350000000000000000e+01,7.634538719976163179e+01
4.400000000000000000e+01,7.728293694392394286e+01
4.450000000000000000e+01,7.821139245556787500e+01
4.500000000000000000e+01,7.913084194874886634e+01
4.550000000000000000e+01,8.004137278184599325e+01
4.600000000000000000e+01,8.094307146586209001e+01
4.650000000000000000e+01,8.183602367264322197e+01
4.700000000000000000e+01,8.272031424301857783e+01
4.750000000000000000e+01,8.359602719486129274e+01
4.800000000000000000e+01,8.446324573107114020e+01
4.850000000000000000e+01,8.532205224747974626e+01
4.900000000000000000e+01,8.617252834067919309e+01
4.950000000000000000e+01,8.701475481577460869e+01
5.000000000000000000e+01,8.784881169406159529e+01
5.050000000000000000e+01,8.867477822062919302e+01
5.100000000000000000e+01,8.949273287188908910e+01
5.150000000000000000e+01,9.030275336303175493e+01
5.200000000000000000e+01,9.110491665541034934e+01
5.250000000000000000e+01,9.189929896385287122e+01
5.300000000000000000e+01,9.268597576390349957e+01
5.350000000000000000e+01,9.346502179899363227e+01
5.400000000000000000e+01,9.423651108754339134e+01
5.450000000000000000e+01,9.500051692999421959e+01
5.500000000000000000e+01,9.575711191577326531e+01
5.550000000000000000e+01,9.650636793019026527e+01
5.600000000000000000e+01,9.724835616126740945e+01
5.650000000000000000e+01,9.798314710650311099e+01
